sampleID,Group,dataset
SID01B_221,0,MultiDisease
SID09E_519,0,MultiDisease
SID09D_518,0,MultiDisease
SID09C_517,0,MultiDisease
SID09B_516,0,MultiDisease
SID09A_515,0,MultiDisease
SID07E_559,0,MultiDisease
SID07D_542,0,MultiDisease
SID07C_541,0,MultiDisease
SID04E_563,0,MultiDisease
SID04D_562,0,MultiDisease
SID02B_552,0,MultiDisease
SID02A_561,0,MultiDisease
SID01I_569,0,MultiDisease
SID01H_568,0,MultiDisease
SID01C_566,0,MultiDisease
SID08G_000,0,MultiDisease
SID08F_000,0,MultiDisease
SID08E_000,0,MultiDisease
SID08A_000,0,MultiDisease
SID05D_000,0,MultiDisease
SID05C_000,0,MultiDisease
SID03F_000,0,MultiDisease
SID03D_000,0,MultiDisease
SID03C_000,0,MultiDisease
SID03B_000,0,MultiDisease
SID03A_000,0,MultiDisease
SID01G_000,0,MultiDisease
SID01E_000,0,MultiDisease
SID250704,0,MultiDisease
SID250502,0,MultiDisease
SID250301,0,MultiDisease
SID240304,0,MultiDisease
SID240202,0,MultiDisease
SID240104,0,MultiDisease
SID210204,0,MultiDisease
SID190104,0,MultiDisease
SID140202,0,MultiDisease
SID100404,0,MultiDisease
SID100304,0,MultiDisease
SID100204,0,MultiDisease
SID090102,0,MultiDisease
SID080304,0,MultiDisease
SID080104,0,MultiDisease
SID060601,0,MultiDisease
SID060301,0,MultiDisease
SID030504,0,MultiDisease
SID030204,0,MultiDisease
SID030104,0,MultiDisease
SID020304,0,MultiDisease
SID020204,0,MultiDisease
SID020104,0,MultiDisease
SID010404,0,MultiDisease
SID010304,0,MultiDisease
SID010204,0,MultiDisease
SID01J_173,0,MultiDisease
SID08B_044,0,MultiDisease
SID060102,0,MultiDisease
SID040203,0,MultiDisease
SID030301,0,MultiDisease
SID060502,0,MultiDisease
CON-001,0,MultiDisease
CON-004,0,MultiDisease
CON-007,0,MultiDisease
CON-008,0,MultiDisease
CON-010,0,MultiDisease
CON-012,0,MultiDisease
CON-015,0,MultiDisease
CON-016,0,MultiDisease
CON-017,0,MultiDisease
CON-019,0,MultiDisease
CON-020,0,MultiDisease
CON-024,0,MultiDisease
CON-025,0,MultiDisease
CON-032,0,MultiDisease
CON-034,0,MultiDisease
CON-035,0,MultiDisease
CON-036,0,MultiDisease
CON-037,0,MultiDisease
CON-039,0,MultiDisease
CON-044,0,MultiDisease
CON-045,0,MultiDisease
CON-049,0,MultiDisease
CON-051,0,MultiDisease
CON-052,0,MultiDisease
CON-056,0,MultiDisease
CON-058,0,MultiDisease
CON-060,0,MultiDisease
CON-061,0,MultiDisease
CON-065,0,MultiDisease
CON-066,0,MultiDisease
CON-068,0,MultiDisease
CON-075,0,MultiDisease
CON-077,0,MultiDisease
CON-079,0,MultiDisease
CON-081,0,MultiDisease
CON-083,0,MultiDisease
CON-086,0,MultiDisease
CON-087,0,MultiDisease
CON-091,0,MultiDisease
CON-092,0,MultiDisease
CON-093,0,MultiDisease
CON-094,0,MultiDisease
CON-096,0,MultiDisease
CON-097,0,MultiDisease
CON-099,0,MultiDisease
CON-101,0,MultiDisease
CON-102,0,MultiDisease
CON-107,0,MultiDisease
CON-108,0,MultiDisease
CON-111,0,MultiDisease
DLF001,1,MultiDisease
DLF002,1,MultiDisease
DLF003,1,MultiDisease
DLF004,1,MultiDisease
DLF005,1,MultiDisease
DLF006,1,MultiDisease
DLF007,1,MultiDisease
DLF008,1,MultiDisease
DLF009,1,MultiDisease
DLF010,1,MultiDisease
DLF012,1,MultiDisease
DLF013,1,MultiDisease
DLF014,1,MultiDisease
DLM001,1,MultiDisease
DLM002,1,MultiDisease
DLM003,1,MultiDisease
DLM004,1,MultiDisease
DLM005,1,MultiDisease
DLM006,1,MultiDisease
DLM007,1,MultiDisease
DLM008,1,MultiDisease
DLM009,1,MultiDisease
DLM010,1,MultiDisease
DLM011,1,MultiDisease
DLM012,1,MultiDisease
DLM013,1,MultiDisease
DLM014,1,MultiDisease
DLM015,1,MultiDisease
DLM016,1,MultiDisease
DLM017,1,MultiDisease
DLM018,1,MultiDisease
DLM019,1,MultiDisease
DLM020,1,MultiDisease
DLM021,1,MultiDisease
DLM022,1,MultiDisease
DLM023,1,MultiDisease
DLM024,1,MultiDisease
DLM027,1,MultiDisease
DLM028,1,MultiDisease
DOF002,1,MultiDisease
DOF003,1,MultiDisease
DOF004,1,MultiDisease
DOF006,1,MultiDisease
DOF007,1,MultiDisease
DOF008,1,MultiDisease
DOF009,1,MultiDisease
DOF010,1,MultiDisease
DOF011,1,MultiDisease
DOF012,1,MultiDisease
DOF013,1,MultiDisease
DOF014,1,MultiDisease
DOM001,1,MultiDisease
DOM003,1,MultiDisease
DOM005,1,MultiDisease
DOM008,1,MultiDisease
DOM010,1,MultiDisease
DOM012,1,MultiDisease
DOM013,1,MultiDisease
DOM014,1,MultiDisease
DOM015,1,MultiDisease
DOM016,1,MultiDisease
DOM017,1,MultiDisease
DOM018,1,MultiDisease
DOM019,1,MultiDisease
DOM020,1,MultiDisease
DOM021,1,MultiDisease
DOM022,1,MultiDisease
DOM023,1,MultiDisease
DOM024,1,MultiDisease
DOM025,1,MultiDisease
DOM026,1,MultiDisease
NLF002,0,MultiDisease
NLF005,0,MultiDisease
NLF007,0,MultiDisease
NLF008,0,MultiDisease
NLF012,0,MultiDisease
NLF014,0,MultiDisease
NLF015,0,MultiDisease
NLM001,0,MultiDisease
NLM002,0,MultiDisease
NLM003,0,MultiDisease
NLM007,0,MultiDisease
NLM015,0,MultiDisease
NLM017,0,MultiDisease
NLM021,0,MultiDisease
NLM022,0,MultiDisease
NLM024,0,MultiDisease
NLM027,0,MultiDisease
NLM028,0,MultiDisease
NLM029,0,MultiDisease
NLM031,0,MultiDisease
NOF005,0,MultiDisease
NOF007,0,MultiDisease
NOF008,0,MultiDisease
NOF010,0,MultiDisease
NOF011,0,MultiDisease
NOF013,0,MultiDisease
NOF014,0,MultiDisease
NOM001,0,MultiDisease
NOM007,0,MultiDisease
NOM012,0,MultiDisease
NOM013,0,MultiDisease
NOM015,0,MultiDisease
NOM016,0,MultiDisease
NOM017,0,MultiDisease
NOM023,0,MultiDisease
NOM026,0,MultiDisease
NOM027,0,MultiDisease
NOM028,0,MultiDisease
T2D-001,1,MultiDisease
T2D-002,1,MultiDisease
T2D-003,1,MultiDisease
T2D-004,1,MultiDisease
T2D-005,1,MultiDisease
T2D-006,1,MultiDisease
T2D-007,1,MultiDisease
T2D-008,1,MultiDisease
T2D-009,1,MultiDisease
T2D-010,1,MultiDisease
T2D-011,1,MultiDisease
T2D-012,1,MultiDisease
T2D-013,1,MultiDisease
T2D-014,1,MultiDisease
T2D-015,1,MultiDisease
T2D-016,1,MultiDisease
T2D-017,1,MultiDisease
T2D-018,1,MultiDisease
T2D-019,1,MultiDisease
T2D-020,1,MultiDisease
T2D-021,1,MultiDisease
T2D-022,1,MultiDisease
T2D-023,1,MultiDisease
T2D-024,1,MultiDisease
T2D-025,1,MultiDisease
T2D-026,1,MultiDisease
T2D-027,0,MultiDisease
T2D-028,1,MultiDisease
T2D-029,1,MultiDisease
T2D-030,1,MultiDisease
T2D-031,1,MultiDisease
T2D-032,0,MultiDisease
T2D-033,0,MultiDisease
T2D-034,0,MultiDisease
T2D-036,1,MultiDisease
T2D-037,0,MultiDisease
T2D-038,0,MultiDisease
T2D-039,1,MultiDisease
T2D-040,1,MultiDisease
T2D-041,1,MultiDisease
T2D-042,1,MultiDisease
T2D-043,1,MultiDisease
T2D-044,1,MultiDisease
T2D-045,1,MultiDisease
T2D-046,1,MultiDisease
T2D-047,1,MultiDisease
T2D-048,1,MultiDisease
T2D-049,1,MultiDisease
T2D-050,1,MultiDisease
T2D-051,1,MultiDisease
T2D-052,1,MultiDisease
T2D-053,1,MultiDisease
T2D-054,1,MultiDisease
T2D-055,1,MultiDisease
T2D-056,1,MultiDisease
T2D-057,1,MultiDisease
T2D-058,1,MultiDisease
T2D-059,1,MultiDisease
T2D-060,1,MultiDisease
T2D-061,0,MultiDisease
T2D-062,1,MultiDisease
T2D-063,1,MultiDisease
T2D-064,1,MultiDisease
T2D-065,1,MultiDisease
T2D-066,1,MultiDisease
T2D-067,1,MultiDisease
T2D-068,1,MultiDisease
T2D-069,1,MultiDisease
T2D-070,1,MultiDisease
T2D-071,1,MultiDisease
T2D-072,1,MultiDisease
T2D-073,1,MultiDisease
T2D-074,1,MultiDisease
T2D-075,1,MultiDisease
T2D-076,1,MultiDisease
T2D-077,1,MultiDisease
T2D-078,1,MultiDisease
T2D-079,1,MultiDisease
T2D-080,1,MultiDisease
T2D-081,1,MultiDisease
T2D-082,1,MultiDisease
T2D-083,1,MultiDisease
T2D-084,1,MultiDisease
T2D-085,1,MultiDisease
T2D-086,1,MultiDisease
T2D-087,1,MultiDisease
T2D-088,1,MultiDisease
T2D-089,1,MultiDisease
T2D-090,1,MultiDisease
T2D-091,1,MultiDisease
T2D-092,1,MultiDisease
T2D-093,1,MultiDisease
T2D-094,1,MultiDisease
T2D-095,1,MultiDisease
T2D-096,1,MultiDisease
T2D-097,1,MultiDisease
T2D-098,1,MultiDisease
T2D-099,1,MultiDisease
T2D-100,1,MultiDisease
T2D-101,1,MultiDisease
T2D-102,1,MultiDisease
T2D-103,1,MultiDisease
T2D-104,1,MultiDisease
T2D-105,1,MultiDisease
T2D-106,1,MultiDisease
T2D-107,1,MultiDisease
HD-1,0,MultiDisease
HD-11,0,MultiDisease
HD-12,0,MultiDisease
HD-14,0,MultiDisease
HD-18,0,MultiDisease
HD-19,0,MultiDisease
HD-21,0,MultiDisease
HD-23,0,MultiDisease
HD-24,0,MultiDisease
HD-27,0,MultiDisease
HD-32,0,MultiDisease
HD-33,0,MultiDisease
HD-35,0,MultiDisease
HD-37,0,MultiDisease
HD-42,0,MultiDisease
HD-44,0,MultiDisease
HD-47,0,MultiDisease
HD-48,0,MultiDisease
HD-5,0,MultiDisease
HD-52,0,MultiDisease
HD-55,0,MultiDisease
HD-57,0,MultiDisease
HD-58,0,MultiDisease
HD-60,0,MultiDisease
HD-62,0,MultiDisease
HD-63,0,MultiDisease
HD-67,0,MultiDisease
HD-69,0,MultiDisease
HD-7,0,MultiDisease
HD-73,0,MultiDisease
HD-76,0,MultiDisease
HD-8,0,MultiDisease
HD-83,0,MultiDisease
HV-1,0,MultiDisease
HV-10,0,MultiDisease
HV-11,0,MultiDisease
HV-12,0,MultiDisease
HV-13,0,MultiDisease
HV-15,0,MultiDisease
HV-16,0,MultiDisease
HV-17,0,MultiDisease
HV-18,0,MultiDisease
HV-19,0,MultiDisease
HV-2,0,MultiDisease
HV-21,0,MultiDisease
HV-22,0,MultiDisease
HV-23,0,MultiDisease
HV-24,0,MultiDisease
HV-26,0,MultiDisease
HV-3,0,MultiDisease
HV-30,0,MultiDisease
HV-31,0,MultiDisease
HV-4,0,MultiDisease
HV-6,0,MultiDisease
HV-9,0,MultiDisease
LD-1,7,MultiDisease
LD-10,7,MultiDisease
LD-11,7,MultiDisease
LD-12,7,MultiDisease
LD-13,7,MultiDisease
LD-14,7,MultiDisease
LD-15,7,MultiDisease
LD-16,7,MultiDisease
LD-17,7,MultiDisease
LD-18,7,MultiDisease
LD-19,7,MultiDisease
LD-2,7,MultiDisease
LD-20,7,MultiDisease
LD-21,7,MultiDisease
LD-22,7,MultiDisease
LD-23,7,MultiDisease
LD-24,7,MultiDisease
LD-25,7,MultiDisease
LD-26,7,MultiDisease
LD-27,7,MultiDisease
LD-28,7,MultiDisease
LD-29,7,MultiDisease
LD-3,7,MultiDisease
LD-30,7,MultiDisease
LD-31,7,MultiDisease
LD-32,7,MultiDisease
LD-33,7,MultiDisease
LD-34,7,MultiDisease
LD-35,7,MultiDisease
LD-36,7,MultiDisease
LD-37,7,MultiDisease
LD-38,7,MultiDisease
LD-39,7,MultiDisease
LD-4,7,MultiDisease
LD-40,7,MultiDisease
LD-41,7,MultiDisease
LD-42,7,MultiDisease
LD-43,7,MultiDisease
LD-44,7,MultiDisease
LD-45,7,MultiDisease
LD-46,7,MultiDisease
LD-47,7,MultiDisease
LD-48,7,MultiDisease
LD-49,7,MultiDisease
LD-5,7,MultiDisease
LD-50,7,MultiDisease
LD-51,7,MultiDisease
LD-52,7,MultiDisease
LD-53,7,MultiDisease
LD-54,7,MultiDisease
LD-55,7,MultiDisease
LD-56,7,MultiDisease
LD-57,7,MultiDisease
LD-58,7,MultiDisease
LD-59,7,MultiDisease
LD-6,7,MultiDisease
LD-60,7,MultiDisease
LD-61,7,MultiDisease
LD-62,7,MultiDisease
LD-63,7,MultiDisease
LD-64,7,MultiDisease
LD-65,7,MultiDisease
LD-66,7,MultiDisease
LD-67,7,MultiDisease
LD-68,7,MultiDisease
LD-69,7,MultiDisease
LD-7,7,MultiDisease
LD-70,7,MultiDisease
LD-71,7,MultiDisease
LD-72,7,MultiDisease
LD-73,7,MultiDisease
LD-74,7,MultiDisease
LD-75,7,MultiDisease
LD-76,7,MultiDisease
LD-77,7,MultiDisease
LD-78,7,MultiDisease
LD-79,7,MultiDisease
LD-8,7,MultiDisease
LD-80,7,MultiDisease
LD-81,7,MultiDisease
LD-82,7,MultiDisease
LD-83,7,MultiDisease
LD-84,7,MultiDisease
LD-85,7,MultiDisease
LD-86,7,MultiDisease
LD-87,7,MultiDisease
LD-88,7,MultiDisease
LD-89,7,MultiDisease
LD-9,7,MultiDisease
LD-90,7,MultiDisease
LD-91,7,MultiDisease
LD-92,7,MultiDisease
LD-93,7,MultiDisease
LD-94,7,MultiDisease
LD-95,7,MultiDisease
LD-96,7,MultiDisease
LD-97,7,MultiDisease
LD-98,7,MultiDisease
LV-1,7,MultiDisease
LV-10,7,MultiDisease
LV-11,7,MultiDisease
LV-12,7,MultiDisease
LV-13,7,MultiDisease
LV-14,7,MultiDisease
LV-15,7,MultiDisease
LV-17,7,MultiDisease
LV-18,7,MultiDisease
LV-19,7,MultiDisease
LV-2,7,MultiDisease
LV-20,7,MultiDisease
LV-21,7,MultiDisease
LV-22,7,MultiDisease
LV-23,7,MultiDisease
LV-24,7,MultiDisease
LV-25,7,MultiDisease
LV-3,7,MultiDisease
LV-4,7,MultiDisease
LV-5,7,MultiDisease
LV-6,7,MultiDisease
LV-7,7,MultiDisease
LV-8,7,MultiDisease
LV-9,7,MultiDisease
H1,0,MultiDisease
H12,0,MultiDisease
H13,0,MultiDisease
H16,0,MultiDisease
H20,0,MultiDisease
H21,0,MultiDisease
H23,0,MultiDisease
H26,0,MultiDisease
H3,0,MultiDisease
H4,0,MultiDisease
H5,0,MultiDisease
H6,0,MultiDisease
H9,0,MultiDisease
IT11,0,MultiDisease
IT13,0,MultiDisease
IT14,0,MultiDisease
IT3,0,MultiDisease
IT4,0,MultiDisease
IT6,0,MultiDisease
IT7,0,MultiDisease
IT8,0,MultiDisease
P14E0,0,MultiDisease
P17E0,0,MultiDisease
P18E0,0,MultiDisease
P19E0,0,MultiDisease
P1E0,0,MultiDisease
P20E0,0,MultiDisease
P25C0,0,MultiDisease
P2E0,0,MultiDisease
P38C0,0,MultiDisease
P4E0,0,MultiDisease
P5E0,0,MultiDisease
U_VS-3145-692,0,MultiDisease
U_VS-1651-391,0,MultiDisease
U_VS-1506-333,0,MultiDisease
CM.146_WGS,0,MultiDisease
CM.162_WGS,0,MultiDisease
CM.164_WGS,0,MultiDisease
CM.178_WGS,0,MultiDisease
CM.199_WGS,0,MultiDisease
CM.206_WGS,0,MultiDisease
CM.24_WGS,0,MultiDisease
CM.278_WGS,0,MultiDisease
CM.284_WGS,0,MultiDisease
CM.285_WGS,0,MultiDisease
CM.291_WGS,0,MultiDisease
CM.308_WGS,0,MultiDisease
CM.317_WGS,0,MultiDisease
CM.328_WGS,0,MultiDisease
CM.335_WGS,0,MultiDisease
CM.339_WGS,0,MultiDisease
CM.340_WGS,0,MultiDisease
CM.342_WGS,0,MultiDisease
CM.343_WGS,0,MultiDisease
CM.345_WGS,0,MultiDisease
CM.347_WGS,0,MultiDisease
CM.358_WGS,0,MultiDisease
CM.361_WGS,0,MultiDisease
CM.364_WGS,0,MultiDisease
CM.370_WGS,0,MultiDisease
CM.375_WGS,0,MultiDisease
CM.376_WGS,0,MultiDisease
CM.378_WGS,0,MultiDisease
CM.392_WGS,0,MultiDisease
CM.403_WGS,0,MultiDisease
CM.409_WGS,0,MultiDisease
CM.412_WGS,0,MultiDisease
CM.437_WGS,0,MultiDisease
CM.445_WGS,0,MultiDisease
CM.454_WGS,0,MultiDisease
CM.47_WGS,0,MultiDisease
CM.490_WGS,0,MultiDisease
CM.511_WGS,0,MultiDisease
CM.512_WGS,0,MultiDisease
CM.520_WGS,0,MultiDisease
CM.525_WGS,0,MultiDisease
CM.528_WGS,0,MultiDisease
CM.530_WGS,0,MultiDisease
CM.553_WGS,0,MultiDisease
CM.79_WGS,0,MultiDisease
CM.82_WGS,0,MultiDisease
CA01,0,MultiDisease
CA02,1,MultiDisease
CA03,0,MultiDisease
CA04,0,MultiDisease
CA05,1,MultiDisease
CA06,0,MultiDisease
CA12,1,MultiDisease
CA15,1,MultiDisease
CA16,1,MultiDisease
CA17,1,MultiDisease
CA18,0,MultiDisease
CA19,0,MultiDisease
CA21,1,MultiDisease
CA22,1,MultiDisease
CA23,1,MultiDisease
CA25,1,MultiDisease
CA26,1,MultiDisease
CA27,1,MultiDisease
CA28,1,MultiDisease
CA30,1,MultiDisease
CA31,0,MultiDisease
CA32,1,MultiDisease
CA33,1,MultiDisease
CA36,1,MultiDisease
CA37,1,MultiDisease
CA38,0,MultiDisease
CA40,1,MultiDisease
G88692,0,MultiDisease
G88693,0,MultiDisease
G88701,0,MultiDisease
G88704,0,MultiDisease
G88705,0,MultiDisease
G88707,0,MultiDisease
G88708,0,MultiDisease
G88709,0,MultiDisease
G88711,0,MultiDisease
G88716,0,MultiDisease
G88721,0,MultiDisease
G88723,0,MultiDisease
G88726,0,MultiDisease
G88728,0,MultiDisease
G88731,0,MultiDisease
G88732,0,MultiDisease
G88735,0,MultiDisease
G88738,0,MultiDisease
G88741,0,MultiDisease
G88748,0,MultiDisease
G88749,0,MultiDisease
G88751,0,MultiDisease
G88759,0,MultiDisease
G88763,0,MultiDisease
G88765,0,MultiDisease
G88766,0,MultiDisease
G88768,0,MultiDisease
G88769,0,MultiDisease
G88770,0,MultiDisease
G88772,0,MultiDisease
G88773,0,MultiDisease
G88774,0,MultiDisease
G88776,0,MultiDisease
G88778,0,MultiDisease
G88779,0,MultiDisease
G88781,0,MultiDisease
G88782,0,MultiDisease
G88784,0,MultiDisease
G88787,0,MultiDisease
G88789,0,MultiDisease
G88792,0,MultiDisease
G88793,0,MultiDisease
G88796,0,MultiDisease
G88797,0,MultiDisease
G88798,0,MultiDisease
G88804,0,MultiDisease
G88807,0,MultiDisease
G88808,0,MultiDisease
G88810,0,MultiDisease
G88811,0,MultiDisease
G88813,0,MultiDisease
G88814,0,MultiDisease
G88815,0,MultiDisease
G88822,0,MultiDisease
G88827,0,MultiDisease
G88830,0,MultiDisease
G88831,0,MultiDisease
G88832,0,MultiDisease
G88834,0,MultiDisease
G88836,0,MultiDisease
G88838,0,MultiDisease
G88839,0,MultiDisease
G88846,0,MultiDisease
G88847,0,MultiDisease
G88849,0,MultiDisease
G88851,0,MultiDisease
G88852,0,MultiDisease
G88853,0,MultiDisease
G88858,0,MultiDisease
G88859,0,MultiDisease
G88861,0,MultiDisease
G88862,0,MultiDisease
G88863,0,MultiDisease
G88864,0,MultiDisease
G88869,0,MultiDisease
G88871,0,MultiDisease
G88875,0,MultiDisease
G88876,0,MultiDisease
G88877,0,MultiDisease
G88879,0,MultiDisease
G88882,0,MultiDisease
G88884,0,MultiDisease
G88886,0,MultiDisease
G88887,0,MultiDisease
G88888,0,MultiDisease
G88890,0,MultiDisease
G88891,0,MultiDisease
G88892,0,MultiDisease
G88893,0,MultiDisease
G88894,0,MultiDisease
G88896,0,MultiDisease
G88899,0,MultiDisease
G88900,0,MultiDisease
G88902,0,MultiDisease
G88904,0,MultiDisease
G88905,0,MultiDisease
G88909,0,MultiDisease
G88913,0,MultiDisease
G88914,0,MultiDisease
G88920,0,MultiDisease
G88921,0,MultiDisease
G88922,0,MultiDisease
G88923,0,MultiDisease
G88924,0,MultiDisease
G88926,0,MultiDisease
G88928,0,MultiDisease
G88930,0,MultiDisease
G88931,0,MultiDisease
G88933,0,MultiDisease
G88937,0,MultiDisease
G88940,0,MultiDisease
G88942,0,MultiDisease
G88948,0,MultiDisease
G88949,0,MultiDisease
G88950,0,MultiDisease
G88952,0,MultiDisease
G88954,0,MultiDisease
G88955,0,MultiDisease
G88960,0,MultiDisease
G88961,0,MultiDisease
G88963,0,MultiDisease
G88965,0,MultiDisease
G88971,0,MultiDisease
G88972,0,MultiDisease
G88973,0,MultiDisease
G88975,0,MultiDisease
G88976,0,MultiDisease
G88979,0,MultiDisease
G88981,0,MultiDisease
G88982,0,MultiDisease
G88984,0,MultiDisease
G88986,0,MultiDisease
G88989,0,MultiDisease
G88990,0,MultiDisease
G88993,0,MultiDisease
G88994,0,MultiDisease
G88995,0,MultiDisease
G88998,0,MultiDisease
G88999,0,MultiDisease
G89000,0,MultiDisease
G89001,0,MultiDisease
G89002,0,MultiDisease
G89005,0,MultiDisease
G89007,0,MultiDisease
G89008,0,MultiDisease
G89010,0,MultiDisease
G89011,0,MultiDisease
G89014,0,MultiDisease
G89016,0,MultiDisease
G89018,0,MultiDisease
G89019,0,MultiDisease
G89022,0,MultiDisease
G89023,0,MultiDisease
G89024,0,MultiDisease
G89025,0,MultiDisease
G89026,0,MultiDisease
G89028,0,MultiDisease
G89029,0,MultiDisease
G89030,0,MultiDisease
G89031,0,MultiDisease
G89033,0,MultiDisease
G89034,0,MultiDisease
G89036,0,MultiDisease
G89046,0,MultiDisease
G89048,0,MultiDisease
G89050,0,MultiDisease
G89051,0,MultiDisease
G89053,0,MultiDisease
G89054,0,MultiDisease
G89056,0,MultiDisease
G89057,0,MultiDisease
G89059,0,MultiDisease
G89061,0,MultiDisease
G89063,0,MultiDisease
G89064,0,MultiDisease
G89065,0,MultiDisease
G89067,0,MultiDisease
G89068,0,MultiDisease
G89069,0,MultiDisease
G89070,0,MultiDisease
G89071,0,MultiDisease
G89072,0,MultiDisease
G89073,0,MultiDisease
G89074,0,MultiDisease
G89076,0,MultiDisease
G89077,0,MultiDisease
G89080,0,MultiDisease
G89081,0,MultiDisease
G89082,0,MultiDisease
G89083,0,MultiDisease
G89085,0,MultiDisease
G89088,0,MultiDisease
G89089,0,MultiDisease
G89095,0,MultiDisease
G89097,0,MultiDisease
G89098,0,MultiDisease
G89101,0,MultiDisease
G89102,0,MultiDisease
G89106,0,MultiDisease
G89108,0,MultiDisease
G89111,0,MultiDisease
G89112,0,MultiDisease
G89117,0,MultiDisease
G89125,0,MultiDisease
G89126,0,MultiDisease
G89129,0,MultiDisease
G89130,0,MultiDisease
G89133,0,MultiDisease
G89136,0,MultiDisease
G89138,0,MultiDisease
G89141,0,MultiDisease
G89144,0,MultiDisease
G89145,0,MultiDisease
G89147,0,MultiDisease
G89148,0,MultiDisease
G89151,0,MultiDisease
G89152,0,MultiDisease
G89153,0,MultiDisease
G89154,0,MultiDisease
G89158,0,MultiDisease
G89166,0,MultiDisease
G89167,0,MultiDisease
G89168,0,MultiDisease
G89172,0,MultiDisease
G89173,0,MultiDisease
G89178,0,MultiDisease
G89180,0,MultiDisease
G89182,0,MultiDisease
G89184,0,MultiDisease
G89186,0,MultiDisease
G89187,0,MultiDisease
G89190,0,MultiDisease
G89199,0,MultiDisease
G89251,0,MultiDisease
G89252,0,MultiDisease
G89255,0,MultiDisease
G89259,0,MultiDisease
G89261,0,MultiDisease
G89263,0,MultiDisease
G89265,0,MultiDisease
G89266,0,MultiDisease
G89267,0,MultiDisease
G89268,0,MultiDisease
G89271,0,MultiDisease
G89272,0,MultiDisease
G90573,0,MultiDisease
G90576,0,MultiDisease
SID62db6a60-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID634e17b8-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID63f0503c-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID64bbfa2a-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID654039c0-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID65ba6ae2-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID660b2036-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID661e8e0a-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID66f49630-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6761ff86-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID67980cb6-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID67d3f42e-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID67f1acf8-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID683d1cf6-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID68a0ca1c-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID68baf7f2-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6924d988-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID696d5bf4-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6a0dfaf0-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6aac85b2-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6ad61eea-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6b1429ba-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6b315a30-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6b4dc3f0-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6b89d778-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6ba7df5c-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6bc6b292-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6be32c56-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6c9f42e2-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6cb89a9e-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6d461180-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6de73858-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6e5b045e-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6e8c8eb6-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID6e9d0840-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID700c8430-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID7028073c-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID70413748-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID70e28256-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID712f7fb6-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID7197b6ee-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID727c3062-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID72970d10-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID7313f802-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID7371c220-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID742f9d7c-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID7485c698-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID750513ee-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID7551e9b2-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID75b1dd36-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID760171c0-7ae6-11e9-a106-68b59976a384,0,MultiDisease
SID761c4c48-7ae6-11e9-a106-68b59976a384,0,MultiDisease
